/release/rl3389228545/?ref_=bo_yld_table_312,Brigsby Bear,|$532,669|,408,|$532,669|,Jul 28,https://pro.imdb.com/company/co0014453/boxoffice/?view=releases&ref_=mojo_yld_table_312&rf=mojo_yld_table_312,Sony Pictures Classics
/release/rl2785183233/?ref_=bo_yld_table_313,Human Flow,|$527,845|,36,|$527,845|,Oct 13,https://pro.imdb.com/company/co0134717/boxoffice/?view=releases&ref_=mojo_yld_table_313&rf=mojo_yld_table_313,Magnolia Pictures
/release/rl587433473/?ref_=bo_yld_table_314,Phantom Thread,|$527,840|,|1,186|,|$21,198,205|,Dec 25,https://pro.imdb.com/company/co0042399/boxoffice/?view=releases&ref_=mojo_yld_table_314&rf=mojo_yld_table_314,Focus Features
/release/rl419595777/?ref_=bo_yld_table_315,Fairy Tail: Dragon Cry,|$519,461|,304,|$519,461|,Aug 14,https://pro.imdb.com/company/co0039940/boxoffice/?view=releases&ref_=mojo_yld_table_315&rf=mojo_yld_table_315,FUNimation Entertainment
/release/rl2818672129/?ref_=bo_yld_table_316,Raw,|$514,870|,45,|$514,870|,Mar 10,https://pro.imdb.com/company/co0336098/boxoffice/?view=releases&ref_=mojo_yld_table_316&rf=mojo_yld_table_316,Focus World
/release/rl1258522113/?ref_=bo_yld_table_317,Our President,|$507,339|,41,|$507,268|,Jun 2,https://pro.imdb.com/company/co0043365/boxoffice/?view=releases&ref_=mojo_yld_table_317&rf=mojo_yld_table_317,CJ Entertainment
/release/rl218334721/?ref_=bo_yld_table_318,Breathe,|$490,131|,315,|$490,131|,Oct 13,https://pro.imdb.com/company/co0494731/boxoffice/?view=releases&ref_=mojo_yld_table_318&rf=mojo_yld_table_318,Bleecker Street Media
/release/rl3892545025/?ref_=bo_yld_table_319,Once Upon A Time,|$485,728|,51,|$485,728|,Aug 11,https://pro.imdb.com/company/co0227523/boxoffice/?view=releases&ref_=mojo_yld_table_319&rf=mojo_yld_table_319,Well Go USA Entertainment
/release/rl2923857409/?ref_=bo_yld_table_320,Born to Be Wild,|$483,200|,208,|$25,978,556|,Apr 8,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_320&rf=mojo_yld_table_320,Warner Bros.
/release/rl587236865/?ref_=bo_yld_table_321,Confidential Assignment,|$475,618|,13,|$475,618|,Jan 27,https://pro.imdb.com/company/co0043365/boxoffice/?view=releases&ref_=mojo_yld_table_321&rf=mojo_yld_table_321,CJ Entertainment
/release/rl822314497/?ref_=bo_yld_table_322,Beach Rats,|$473,771|,67,|$473,771|,Aug 25,https://pro.imdb.com/company/co0623930/boxoffice/?view=releases&ref_=mojo_yld_table_322&rf=mojo_yld_table_322,Neon
/release/rl1146979841/?ref_=bo_yld_table_323,Journey to the South Pacific,|$473,580|,19,|$7,653,913|,Nov 27,https://pro.imdb.com/company/co0057495/boxoffice/?view=releases&ref_=mojo_yld_table_323&rf=mojo_yld_table_323,IMAX
/release/rl100697601/?ref_=bo_yld_table_324,Duckweed,|$471,575|,30,|$471,575|,Feb 10,https://pro.imdb.com/company/co0316267/boxoffice/?view=releases&ref_=mojo_yld_table_324&rf=mojo_yld_table_324,China Lion Film Distribution
/release/rl2332263937/?ref_=bo_yld_table_325,DCI 2017 Tour Premeire,|$467,817|,478,|$467,817|,Jun 22,https://pro.imdb.com/company/co0360057/boxoffice/?view=releases&ref_=mojo_yld_table_325&rf=mojo_yld_table_325,Fathom Events
/release/rl1962968577/?ref_=bo_yld_table_326,Phillauri,|$467,596|,74,|$467,596|,Mar 24,https://pro.imdb.com/company/co0770558/boxoffice/?view=releases&ref_=mojo_yld_table_326&rf=mojo_yld_table_326,FIP
/release/rl2130871809/?ref_=bo_yld_table_327,Chasing the Dragon,|$456,854|,52,|$456,854|,Sep 29,https://pro.imdb.com/company/co0227523/boxoffice/?view=releases&ref_=mojo_yld_table_327&rf=mojo_yld_table_327,Well Go USA Entertainment
/release/rl855868929/?ref_=bo_yld_table_328,Sailor Moon R: The Movie: The Promise of the Rose,|$452,053|,151,|$452,053|,Jan 19,https://pro.imdb.com/company/co0133928/boxoffice/?view=releases&ref_=mojo_yld_table_328&rf=mojo_yld_table_328,Eleven Arts
/release/rl1157662209/?ref_=bo_yld_table_329,Song to Song,|$443,684|,95,|$443,684|,Mar 17,https://pro.imdb.com/company/co0471578/boxoffice/?view=releases&ref_=mojo_yld_table_329&rf=mojo_yld_table_329,Broad Green Pictures
/release/rl1342277121/?ref_=bo_yld_table_330,Land of Mine,|$427,514|,40,|$435,266|,Dec 16,https://pro.imdb.com/company/co0014453/boxoffice/?view=releases&ref_=mojo_yld_table_330&rf=mojo_yld_table_330,Sony Pictures Classics
/release/rl771786241/?ref_=bo_yld_table_331,One Piece Film: Gold,|$423,593|,372,|$423,593|,Jan 10,https://pro.imdb.com/company/co0039940/boxoffice/?view=releases&ref_=mojo_yld_table_331&rf=mojo_yld_table_331,FUNimation Entertainment
/release/rl3942876673/?ref_=bo_yld_table_332,A Gentleman,|$410,055|,135,|$410,055|,Aug 25,https://pro.imdb.com/company/co0770558/boxoffice/?view=releases&ref_=mojo_yld_table_332&rf=mojo_yld_table_332,FIP
/release/rl3254814209/?ref_=bo_yld_table_333,|Love, Kennedy|,|$407,871|,19,|$407,871|,Jun 2,https://pro.imdb.com/company/co0482851/boxoffice/?view=releases&ref_=mojo_yld_table_333&rf=mojo_yld_table_333,Purdie Distribution
/release/rl2197849601/?ref_=bo_yld_table_334,Chasing Trane: The John Coltrane Documentary,|$406,284|,17,|$406,284|,Apr 14,https://pro.imdb.com/company/co0096337/boxoffice/?view=releases&ref_=mojo_yld_table_334&rf=mojo_yld_table_334,Abramorama
/release/rl1702725121/?ref_=bo_yld_table_335,The Accountant,|$403,349|,|3,402|,|$86,260,045|,Oct 14,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_335&rf=mojo_yld_table_335,Warner Bros.
/release/rl3741353473/?ref_=bo_yld_table_336,Samurai Cop,|$384,756|,705,|$384,756|,Apr 13,https://pro.imdb.com/company/co0360057/boxoffice/?view=releases&ref_=mojo_yld_table_336&rf=mojo_yld_table_336,Fathom Events
/release/rl3691152897/?ref_=bo_yld_table_337,I'll Push You: A Real-Life Inspiration,|$378,899|,557,|$378,899|,Nov 2,https://pro.imdb.com/company/co0360057/boxoffice/?view=releases&ref_=mojo_yld_table_337&rf=mojo_yld_table_337,Fathom Events
/release/rl2701362689/?ref_=bo_yld_table_338,Rebel in the Rye,|$378,294|,82,|$378,294|,Sep 8,https://pro.imdb.com/company/co0015762/boxoffice/?view=releases&ref_=mojo_yld_table_338&rf=mojo_yld_table_338,IFC Films
/release/rl375293441/?ref_=bo_yld_table_339,Island of Lemurs: Madagascar,|$376,327|,302,|$11,272,213|,Apr 4,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_339&rf=mojo_yld_table_339,Warner Bros.
/release/rl3573581313/?ref_=bo_yld_table_340,BOSTON: An American Running Story,|$364,369|,481,|$364,369|,Apr 19,https://pro.imdb.com/company/co0360057/boxoffice/?view=releases&ref_=mojo_yld_table_340&rf=mojo_yld_table_340,Fathom Events
/release/rl637568513/?ref_=bo_yld_table_341,Kung Fu Yoga,|$362,657|,27,|$362,657|,Jan 27,https://pro.imdb.com/company/co0227523/boxoffice/?view=releases&ref_=mojo_yld_table_341&rf=mojo_yld_table_341,Well Go USA Entertainment
/release/rl3741484545/?ref_=bo_yld_table_342,Disney Junior HalloVeen Party!,|$359,745|,396,|$359,745|,Oct 21,https://pro.imdb.com/company/co0360057/boxoffice/?view=releases&ref_=mojo_yld_table_342&rf=mojo_yld_table_342,Fathom Events
/release/rl1241744897/?ref_=bo_yld_table_343,Letters From Baghdad,|$359,735|,20,|$359,735|,Jun 2,https://pro.imdb.com/company/co0027252/boxoffice/?view=releases&ref_=mojo_yld_table_343&rf=mojo_yld_table_343,Vitagraph Films
/release/rl3613230593/?ref_=bo_yld_table_344,OK Jaanu,|$355,922|,121,|$355,922|,Jan 13,https://pro.imdb.com/company/co0770558/boxoffice/?view=releases&ref_=mojo_yld_table_344&rf=mojo_yld_table_344,FIP
/release/rl0230913/?ref_=bo_yld_table_345,Long Strange Trip - The Untold Story of The Grateful Dead,|$351,957|,56,|$351,957|,May 25,https://pro.imdb.com/company/co0096337/boxoffice/?view=releases&ref_=mojo_yld_table_345&rf=mojo_yld_table_345,Abramorama
/release/rl1325565441/?ref_=bo_yld_table_346,Pearl Jam: Let's Play Two,|$348,833|,201,|$348,833|,Sep 29,https://pro.imdb.com/company/co0096337/boxoffice/?view=releases&ref_=mojo_yld_table_346&rf=mojo_yld_table_346,Abramorama
/release/rl1896056321/?ref_=bo_yld_table_347,Countdown to Canelo vs. Chavez Jr.,|$343,387|,273,|$343,387|,May 6,https://pro.imdb.com/company/co0360057/boxoffice/?view=releases&ref_=mojo_yld_table_347&rf=mojo_yld_table_347,Fathom Events
/release/rl4110452225/?ref_=bo_yld_table_348,This Is Not What I Expected,|$337,670|,36,|$337,670|,May 5,https://pro.imdb.com/company/co0227523/boxoffice/?view=releases&ref_=mojo_yld_table_348&rf=mojo_yld_table_348,Well Go USA Entertainment
/release/rl2097513985/?ref_=bo_yld_table_349,Dunkirk,|$328,000|,53,|$1,695,119|,Dec 1,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_349&rf=mojo_yld_table_349,Warner Bros.
/release/rl1040418305/?ref_=bo_yld_table_350,Chuck,|$320,725|,120,|$320,725|,May 5,https://pro.imdb.com/company/co0015762/boxoffice/?view=releases&ref_=mojo_yld_table_350&rf=mojo_yld_table_350,IFC Films
/release/rl218138113/?ref_=bo_yld_table_351,Citizen Jane: Battle for the City,|$313,411|,25,|$313,411|,Apr 21,https://pro.imdb.com/company/co0015762/boxoffice/?view=releases&ref_=mojo_yld_table_351&rf=mojo_yld_table_351,IFC Films
/release/rl1879213569/?ref_=bo_yld_table_352,City Of Rock,|$312,537|,43,|$312,537|,Oct 6,https://pro.imdb.com/company/co0227523/boxoffice/?view=releases&ref_=mojo_yld_table_352&rf=mojo_yld_table_352,Well Go USA Entertainment
/release/rl990152193/?ref_=bo_yld_table_353,A Silent Voice: The Movie,|$310,407|,148,|$310,407|,Oct 20,https://pro.imdb.com/company/co0133928/boxoffice/?view=releases&ref_=mojo_yld_table_353&rf=mojo_yld_table_353,Eleven Arts
/release/rl1577092609/?ref_=bo_yld_table_354,My Life as a Zucchini,|$309,766|,53,|$309,766|,Feb 24,https://pro.imdb.com/company/co0255038/boxoffice/?view=releases&ref_=mojo_yld_table_354&rf=mojo_yld_table_354,GKIDS
/release/rl2550302209/?ref_=bo_yld_table_355,God's Own Country,|$308,972|,13,|$335,609|,Oct 24,https://pro.imdb.com/company/co0001995/boxoffice/?view=releases&ref_=mojo_yld_table_355&rf=mojo_yld_table_355,Orion Pictures
/release/rl2348975617/?ref_=bo_yld_table_356,Tom of Finland,|$307,380|,12,|$378,296|,Oct 13,https://pro.imdb.com/company/co0291948/boxoffice/?view=releases&ref_=mojo_yld_table_356&rf=mojo_yld_table_356,Kino Lorber
/release/rl839091713/?ref_=bo_yld_table_357,Obit.,|$300,691|,22,|$315,049|,Jan 5,https://pro.imdb.com/company/co0291948/boxoffice/?view=releases&ref_=mojo_yld_table_357&rf=mojo_yld_table_357,Kino Lorber
/release/rl2902623745/?ref_=bo_yld_table_358,Coincidence,|$298,032|,67,|$298,032|,Nov 3,https://pro.imdb.com/company/co0077190/boxoffice/?view=releases&ref_=mojo_yld_table_358&rf=mojo_yld_table_358,Yash Raj Films
/release/rl224953857/?ref_=bo_yld_table_359,Miss Peregrine's Home for Peculiar Children,|$297,697|,|3,835|,|$87,242,834|,Sep 30,https://pro.imdb.com/company/co0000756/boxoffice/?view=releases&ref_=mojo_yld_table_359&rf=mojo_yld_table_359,Twentieth Century Fox
/release/rl2810152449/?ref_=bo_yld_table_360,Loving,|$295,861|,572,|$7,751,969|,Nov 4,https://pro.imdb.com/company/co0042399/boxoffice/?view=releases&ref_=mojo_yld_table_360&rf=mojo_yld_table_360,Focus Features
/release/rl671122945/?ref_=bo_yld_table_361,Buddies in India,|$293,194|,55,|$293,194|,Jan 27,https://pro.imdb.com/company/co0316267/boxoffice/?view=releases&ref_=mojo_yld_table_361&rf=mojo_yld_table_361,China Lion Film Distribution
/release/rl335709697/?ref_=bo_yld_table_362,I Do... Until I Don't,|$280,668|,165,|$280,668|,Sep 1,https://pro.imdb.com/company/co0373736/boxoffice/?view=releases&ref_=mojo_yld_table_362&rf=mojo_yld_table_362,The Film Arcade
/release/rl2634057217/?ref_=bo_yld_table_363,After the Storm,|$274,612|,38,|$272,132|,Mar 17,https://pro.imdb.com/company/co0087326/boxoffice/?view=releases&ref_=mojo_yld_table_363&rf=mojo_yld_table_363,Film Movement
/release/rl788760065/?ref_=bo_yld_table_364,Stalker,|$269,881|,6,|$269,881|,May 5,https://pro.imdb.com/company/co0052424/boxoffice/?view=releases&ref_=mojo_yld_table_364&rf=mojo_yld_table_364,Janus Films
/release/rl611485185/?ref_=bo_yld_table_365,Storks,|$264,428|,|3,922|,|$72,679,278|,Sep 23,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_365&rf=mojo_yld_table_365,Warner Bros.
/release/rl671319553/?ref_=bo_yld_table_366,Wakefield,|$262,599|,30,|$262,599|,May 19,https://pro.imdb.com/company/co0015762/boxoffice/?view=releases&ref_=mojo_yld_table_366&rf=mojo_yld_table_366,IFC Films
/release/rl1661044225/?ref_=bo_yld_table_367,|I, Daniel Blake|,|$260,354|,45,|$260,354|,Jun 2,https://pro.imdb.com/company/co0015762/boxoffice/?view=releases&ref_=mojo_yld_table_367&rf=mojo_yld_table_367,IFC Films
/release/rl1073841665/?ref_=bo_yld_table_368,Cezanne et Moi,|$257,597|,29,|$257,597|,Mar 31,https://pro.imdb.com/company/co0134717/boxoffice/?view=releases&ref_=mojo_yld_table_368&rf=mojo_yld_table_368,Magnolia Pictures
/release/rl1677755905/?ref_=bo_yld_table_369,Dean,|$254,536|,83,|$254,536|,Jun 2,https://pro.imdb.com/company/co0047306/boxoffice/?view=releases&ref_=mojo_yld_table_369&rf=mojo_yld_table_369,CBS Films
/release/rl1812170241/?ref_=bo_yld_table_370,Gook,|$250,130|,27,|$250,130|,Aug 18,https://pro.imdb.com/company/co0016710/boxoffice/?view=releases&ref_=mojo_yld_table_370&rf=mojo_yld_table_370,The Samuel Goldwyn Company
/release/rl1359185409/?ref_=bo_yld_table_371,Government 3,|$249,588|,107,|$249,588|,May 12,https://pro.imdb.com/company/co0050176/boxoffice/?view=releases&ref_=mojo_yld_table_371&rf=mojo_yld_table_371,Eros International
/release/rl688096769/?ref_=bo_yld_table_372,Band Aid,|$248,370|,35,|$248,370|,Jun 2,https://pro.imdb.com/company/co0015762/boxoffice/?view=releases&ref_=mojo_yld_table_372&rf=mojo_yld_table_372,IFC Films
/release/rl2315486721/?ref_=bo_yld_table_373,Black Butler: Book of the Atlantic,|$248,286|,187,|$248,286|,Jun 12,https://pro.imdb.com/company/co0039940/boxoffice/?view=releases&ref_=mojo_yld_table_373&rf=mojo_yld_table_373,FUNimation Entertainment
/release/rl3506603521/?ref_=bo_yld_table_374,1945,|$242,116|,19,|$1,006,193|,Nov 1,https://pro.imdb.com/company/co0136925/boxoffice/?view=releases&ref_=mojo_yld_table_374&rf=mojo_yld_table_374,Menemsha Films
/release/rl3523380737/?ref_=bo_yld_table_375,The Swindlers,|$241,916|,27,|$241,916|,Dec 1,https://pro.imdb.com/company/co0227523/boxoffice/?view=releases&ref_=mojo_yld_table_375&rf=mojo_yld_table_375,Well Go USA Entertainment
/release/rl3456206337/?ref_=bo_yld_table_376,The Ottoman Lieutenant,|$240,978|,216,|$240,978|,Mar 10,https://pro.imdb.com/company/co0283483/boxoffice/?view=releases&ref_=mojo_yld_table_376&rf=mojo_yld_table_376,Paladin
/release/rl84116993/?ref_=bo_yld_table_377,Crown Heights,|$238,558|,91,|$238,558|,Aug 18,https://pro.imdb.com/company/co0015762/boxoffice/?view=releases&ref_=mojo_yld_table_377&rf=mojo_yld_table_377,IFC Films
/release/rl2315421185/?ref_=bo_yld_table_378,American Satan,|$237,708|,55,|$237,708|,Oct 13,https://pro.imdb.com/company/co0488904/boxoffice/?view=releases&ref_=mojo_yld_table_378&rf=mojo_yld_table_378,Sumerian Films
/release/rl3707930113/?ref_=bo_yld_table_379,Little Shop of Horrors,|$233,865|,511,|$233,865|,Oct 27,https://pro.imdb.com/company/co0360057/boxoffice/?view=releases&ref_=mojo_yld_table_379&rf=mojo_yld_table_379,Fathom Events
/release/rl3925968385/?ref_=bo_yld_table_380,Jeremiah Tower: The Last Magnificent,|$228,153|,33,|$228,153|,Apr 21,https://pro.imdb.com/company/co0468371/boxoffice/?view=releases&ref_=mojo_yld_table_380&rf=mojo_yld_table_380,The Orchard
/release/rl822445569/?ref_=bo_yld_table_381,The Breadwinner,|$220,307|,43,|$312,381|,Nov 17,https://pro.imdb.com/company/co0255038/boxoffice/?view=releases&ref_=mojo_yld_table_381&rf=mojo_yld_table_381,GKIDS
/release/rl386041345/?ref_=bo_yld_table_382,California Typewriter,|$218,563|,20,|$218,563|,Aug 18,https://pro.imdb.com/company/co0220024/boxoffice/?view=releases&ref_=mojo_yld_table_382&rf=mojo_yld_table_382,Gravitas Ventures
/release/rl4009854465/?ref_=bo_yld_table_383,Railroad Tigers,|$218,044|,43,|$218,044|,Jan 6,https://pro.imdb.com/company/co0227523/boxoffice/?view=releases&ref_=mojo_yld_table_383&rf=mojo_yld_table_383,Well Go USA Entertainment
/release/rl2835449345/?ref_=bo_yld_table_384,All I See Is You,|$217,644|,283,|$217,644|,Oct 27,https://pro.imdb.com/company/co0342335/boxoffice/?view=releases&ref_=mojo_yld_table_384&rf=mojo_yld_table_384,Open Road Films (II)
/release/rl3439560193/?ref_=bo_yld_table_385,The Adventurers,|$216,556|,17,|$216,556|,Aug 18,https://pro.imdb.com/company/co0227523/boxoffice/?view=releases&ref_=mojo_yld_table_385&rf=mojo_yld_table_385,Well Go USA Entertainment
/release/rl2684388865/?ref_=bo_yld_table_386,Truman,|$210,840|,22,|$210,840|,Apr 7,https://pro.imdb.com/company/co0453070/boxoffice/?view=releases&ref_=mojo_yld_table_386&rf=mojo_yld_table_386,FilmRise
/release/rl1224771073/?ref_=bo_yld_table_387,Donnie Darko,|$207,971|,21,|$207,971|,Mar 31,https://pro.imdb.com/company/co0042468/boxoffice/?view=releases&ref_=mojo_yld_table_387&rf=mojo_yld_table_387,Arrow Films
/release/rl1308657153/?ref_=bo_yld_table_388,The Prison,|$207,481|,23,|$207,481|,Mar 31,https://pro.imdb.com/company/co0227523/boxoffice/?view=releases&ref_=mojo_yld_table_388&rf=mojo_yld_table_388,Well Go USA Entertainment
/release/rl3238233601/?ref_=bo_yld_table_389,Rumble: The Indians Who Rocked The World,|$204,577|,22,|$226,006|,May 18,https://pro.imdb.com/company/co0291948/boxoffice/?view=releases&ref_=mojo_yld_table_389&rf=mojo_yld_table_389,Kino Lorber
/release/rl2623047169/?ref_=bo_yld_table_390,Hubble 3D,|$202,901|,151,|$52,522,904|,Mar 19,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_390&rf=mojo_yld_table_390,Warner Bros.
/release/rl906200577/?ref_=bo_yld_table_391,Risk,|$200,219|,45,|$200,219|,May 5,https://pro.imdb.com/company/co0623930/boxoffice/?view=releases&ref_=mojo_yld_table_391&rf=mojo_yld_table_391,Neon
/release/rl2785117697/?ref_=bo_yld_table_392,Spark: A Space Tail,|$196,458|,365,|$196,458|,Apr 14,https://pro.imdb.com/company/co0342335/boxoffice/?view=releases&ref_=mojo_yld_table_392&rf=mojo_yld_table_392,Open Road Films (II)
/release/rl1533183489/?ref_=bo_yld_table_393,Almost Christmas,|$193,855|,|2,379|,|$42,158,780|,Nov 11,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_393&rf=mojo_yld_table_393,Universal Pictures
/release/rl1694598657/?ref_=bo_yld_table_394,Embrace: The Documentary,|$185,973|,77,|$629,126|,Sep 19,https://pro.imdb.com/company/co0370504/boxoffice/?view=releases&ref_=mojo_yld_table_394&rf=mojo_yld_table_394,GathrFilms
/release/rl4211246593/?ref_=bo_yld_table_395,The Fortress,|$184,566|,27,|$252,895|,Oct 6,https://pro.imdb.com/company/co0043365/boxoffice/?view=releases&ref_=mojo_yld_table_395&rf=mojo_yld_table_395,CJ Entertainment
/release/rl2583922177/?ref_=bo_yld_table_396,Whose Streets?,|$182,799|,39,|$182,799|,Aug 11,https://pro.imdb.com/company/co0134717/boxoffice/?view=releases&ref_=mojo_yld_table_396&rf=mojo_yld_table_396,Magnolia Pictures
/release/rl2667611649/?ref_=bo_yld_table_397,The Bad Batch,|$180,851|,46,|$180,851|,Jun 23,https://pro.imdb.com/company/co0623930/boxoffice/?view=releases&ref_=mojo_yld_table_397&rf=mojo_yld_table_397,Neon
/release/rl922912257/?ref_=bo_yld_table_398,Marjorie Prime,|$180,608|,12,|$180,608|,Aug 18,https://pro.imdb.com/company/co0453070/boxoffice/?view=releases&ref_=mojo_yld_table_398&rf=mojo_yld_table_398,FilmRise
/release/rl1728087553/?ref_=bo_yld_table_399,Past Life,|$180,099|,23,|$180,099|,Jun 2,https://pro.imdb.com/company/co0001995/boxoffice/?view=releases&ref_=mojo_yld_table_399&rf=mojo_yld_table_399,Orion Pictures
/release/rl2718139905/?ref_=bo_yld_table_400,Take Every Wave: The Life of Laird Hamilton,|$176,076|,31,|$176,076|,Sep 29,https://pro.imdb.com/company/co0015762/boxoffice/?view=releases&ref_=mojo_yld_table_400&rf=mojo_yld_table_400,IFC Films
/release/rl1895859713/?ref_=bo_yld_table_401,Graduation,|$175,975|,36,|$175,975|,Apr 7,https://pro.imdb.com/company/co0015762/boxoffice/?view=releases&ref_=mojo_yld_table_401&rf=mojo_yld_table_401,IFC Films
/release/rl1946191361/?ref_=bo_yld_table_402,Champion,|$175,232|,31,|$175,232|,May 19,https://pro.imdb.com/company/co0374685/boxoffice/?view=releases&ref_=mojo_yld_table_402&rf=mojo_yld_table_402,ArtAffects Entertainment
