/release/rl2742978049/?ref_=bo_yld_table_16,Ralph Breaks the Internet,|$177,616,854|,|4,017|,|$201,091,711|,Nov 21,https://pro.imdb.com/company/co0226183/boxoffice/?view=releases&ref_=mojo_yld_table_16&rf=mojo_yld_table_16,Walt Disney Studios Motion Pictures
/release/rl1157858817/?ref_=bo_yld_table_17,Crazy Rich Asians,|$174,039,071|,|3,865|,|$174,532,921|,Aug 15,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_17&rf=mojo_yld_table_17,Warner Bros.
/release/rl3111945729/?ref_=bo_yld_table_18,Hotel Transylvania 3: Summer Vacation,|$168,786,400|,|4,267|,|$167,510,016|,Jul 13,https://pro.imdb.com/company/co0026545/boxoffice/?view=releases&ref_=mojo_yld_table_18&rf=mojo_yld_table_18,Sony Pictures Entertainment (SPE)
/release/rl1342342657/?ref_=bo_yld_table_19,Halloween,|$159,336,510|,|3,990|,|$159,342,015|,Oct 19,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_19&rf=mojo_yld_table_19,Universal Pictures
/release/rl1534625281/?ref_=bo_yld_table_20,Fantastic Beasts: The Crimes of Grindelwald,|$156,781,859|,|4,163|,|$159,555,901|,Nov 16,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_20&rf=mojo_yld_table_20,Warner Bros.
/release/rl2105509377/?ref_=bo_yld_table_21,The Meg,|$145,443,742|,|4,118|,|$145,443,742|,Aug 10,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_21&rf=mojo_yld_table_21,Warner Bros.
/release/rl2206107137/?ref_=bo_yld_table_22,Ocean's 8,|$140,218,711|,|4,145|,|$140,218,711|,Jun 8,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_22&rf=mojo_yld_table_22,Warner Bros.
/release/rl2977793537/?ref_=bo_yld_table_23,Ready Player One,|$137,690,172|,|4,234|,|$137,690,172|,Mar 29,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_23&rf=mojo_yld_table_23,Warner Bros.
/release/rl1700234753/?ref_=bo_yld_table_24,The Greatest Showman,|$125,303,456|,|3,342|,|$174,340,174|,Dec 20,https://pro.imdb.com/company/co0000756/boxoffice/?view=releases&ref_=mojo_yld_table_24&rf=mojo_yld_table_24,Twentieth Century Fox
/release/rl1828947457/?ref_=bo_yld_table_25,Mamma Mia! Here We Go Again,|$120,634,935|,|3,514|,|$120,634,935|,Jul 20,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_25&rf=mojo_yld_table_25,Universal Pictures
/release/rl1493206529/?ref_=bo_yld_table_26,The Nun,|$117,450,119|,|3,876|,|$117,450,119|,Sep 7,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_26&rf=mojo_yld_table_26,Warner Bros.
/release/rl3380381185/?ref_=bo_yld_table_27,Peter Rabbit,|$115,253,424|,|3,725|,|$115,253,424|,Feb 9,https://pro.imdb.com/company/co0026545/boxoffice/?view=releases&ref_=mojo_yld_table_27&rf=mojo_yld_table_27,Sony Pictures Entertainment (SPE)
/release/rl1594197505/?ref_=bo_yld_table_28,Creed II,|$112,448,520|,|3,752|,|$115,715,889|,Nov 21,https://pro.imdb.com/company/co0007143/boxoffice/?view=releases&ref_=mojo_yld_table_28&rf=mojo_yld_table_28,Metro-Goldwyn-Mayer (MGM)
/release/rl879986177/?ref_=bo_yld_table_29,Spider-Man: Into the Spider-Verse,|$108,146,445|,|3,813|,|$190,241,310|,Dec 14,https://pro.imdb.com/company/co0026545/boxoffice/?view=releases&ref_=mojo_yld_table_29&rf=mojo_yld_table_29,Sony Pictures Entertainment (SPE)
/release/rl3263137281/?ref_=bo_yld_table_30,Mary Poppins Returns,|$105,930,461|,|4,090|,|$171,958,438|,Dec 19,https://pro.imdb.com/company/co0226183/boxoffice/?view=releases&ref_=mojo_yld_table_30&rf=mojo_yld_table_30,Walt Disney Studios Motion Pictures
/release/rl2708702721/?ref_=bo_yld_table_31,Star Wars: Episode VIII - The Last Jedi,|$102,963,014|,|4,232|,|$620,181,382|,Dec 15,https://pro.imdb.com/company/co0226183/boxoffice/?view=releases&ref_=mojo_yld_table_31&rf=mojo_yld_table_31,Walt Disney Studios Motion Pictures
/release/rl494765569/?ref_=bo_yld_table_32,The Equalizer 2,|$102,084,362|,|3,388|,|$102,084,362|,Jul 20,https://pro.imdb.com/company/co0026545/boxoffice/?view=releases&ref_=mojo_yld_table_32&rf=mojo_yld_table_32,Sony Pictures Entertainment (SPE)
/release/rl2122286593/?ref_=bo_yld_table_33,Rampage,|$101,028,233|,|4,115|,|$101,028,233|,Apr 13,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_33&rf=mojo_yld_table_33,Warner Bros.
/release/rl3229582849/?ref_=bo_yld_table_34,A Wrinkle in Time,|$100,478,608|,|3,980|,|$100,478,608|,Mar 9,https://pro.imdb.com/company/co0226183/boxoffice/?view=releases&ref_=mojo_yld_table_34&rf=mojo_yld_table_34,Walt Disney Studios Motion Pictures
/release/rl4014048769/?ref_=bo_yld_table_35,Fifty Shades Freed,|$100,407,760|,|3,768|,|$100,407,760|,Feb 9,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_35&rf=mojo_yld_table_35,Universal Pictures
/release/rl2105312769/?ref_=bo_yld_table_36,Christopher Robin,|$99,215,042|,|3,602|,|$99,215,042|,Aug 3,https://pro.imdb.com/company/co0226183/boxoffice/?view=releases&ref_=mojo_yld_table_36&rf=mojo_yld_table_36,Walt Disney Studios Motion Pictures
/release/rl537036289/?ref_=bo_yld_table_37,I Can Only Imagine,|$83,482,352|,|2,894|,|$83,482,352|,Mar 16,https://pro.imdb.com/company/co0017716/boxoffice/?view=releases&ref_=mojo_yld_table_37&rf=mojo_yld_table_37,Roadside Attractions
/release/rl419661313/?ref_=bo_yld_table_38,Smallfoot,|$82,976,621|,|4,131|,|$83,240,103|,Sep 28,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_38&rf=mojo_yld_table_38,Warner Bros.
/release/rl3590358529/?ref_=bo_yld_table_39,The Post,|$80,143,337|,|2,851|,|$81,903,458|,Dec 22,https://pro.imdb.com/company/co0000756/boxoffice/?view=releases&ref_=mojo_yld_table_39&rf=mojo_yld_table_39,Twentieth Century Fox
/release/rl3909125633/?ref_=bo_yld_table_40,Night School,|$77,316,580|,|3,019|,|$77,339,130|,Sep 28,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_40&rf=mojo_yld_table_40,Universal Pictures
/release/rl2139063809/?ref_=bo_yld_table_41,Bumblebee,|$71,426,119|,|3,597|,|$127,195,589|,Dec 21,https://pro.imdb.com/company/co0023400/boxoffice/?view=releases&ref_=mojo_yld_table_41&rf=mojo_yld_table_41,Paramount Pictures
/release/rl1526760961/?ref_=bo_yld_table_42,The First Purge,|$69,488,745|,|3,038|,|$69,488,745|,Jul 4,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_42&rf=mojo_yld_table_42,Universal Pictures
/release/rl1744864769/?ref_=bo_yld_table_43,Game Night,|$69,179,066|,|3,502|,|$69,179,066|,Feb 23,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_43&rf=mojo_yld_table_43,Warner Bros.
/release/rl3053815297/?ref_=bo_yld_table_44,Book Club,|$68,566,296|,|3,169|,|$68,566,296|,May 18,https://pro.imdb.com/company/co0023400/boxoffice/?view=releases&ref_=mojo_yld_table_44&rf=mojo_yld_table_44,Paramount Pictures
/release/rl1157793281/?ref_=bo_yld_table_45,The House with a Clock in Its Walls,|$68,536,400|,|3,592|,|$68,549,695|,Sep 21,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_45&rf=mojo_yld_table_45,Universal Pictures
/release/rl2936047105/?ref_=bo_yld_table_46,Skyscraper,|$68,420,120|,|3,822|,|$68,420,120|,Jul 13,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_46&rf=mojo_yld_table_46,Universal Pictures
/release/rl394167809/?ref_=bo_yld_table_47,Insidious: The Last Key,|$67,745,330|,|3,150|,|$67,745,330|,Jan 5,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_47&rf=mojo_yld_table_47,Universal Pictures
/release/rl235243009/?ref_=bo_yld_table_48,Instant Family,|$64,845,006|,|3,426|,|$67,363,237|,Nov 16,https://pro.imdb.com/company/co0023400/boxoffice/?view=releases&ref_=mojo_yld_table_48&rf=mojo_yld_table_48,Paramount Pictures
/release/rl4077356545/?ref_=bo_yld_table_49,The Mule,|$64,720,334|,|3,329|,|$103,804,407|,Dec 14,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_49&rf=mojo_yld_table_49,Warner Bros.
/release/rl1048479233/?ref_=bo_yld_table_50,Blockers,|$60,311,495|,|3,418|,|$60,311,495|,Apr 6,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_50&rf=mojo_yld_table_50,Universal Pictures
/release/rl1382647297/?ref_=bo_yld_table_51,Pacific Rim: Uprising,|$59,874,525|,|3,708|,|$59,874,525|,Mar 23,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_51&rf=mojo_yld_table_51,Universal Pictures
/release/rl1179420161/?ref_=bo_yld_table_52,Tomb Raider,|$58,250,803|,|3,854|,|$58,250,803|,Mar 16,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_52&rf=mojo_yld_table_52,Warner Bros.
/release/rl3663955457/?ref_=bo_yld_table_53,Maze Runner: The Death Cure,|$58,032,443|,|3,793|,|$58,032,443|,Jan 26,https://pro.imdb.com/company/co0000756/boxoffice/?view=releases&ref_=mojo_yld_table_53&rf=mojo_yld_table_53,Twentieth Century Fox
/release/rl654542337/?ref_=bo_yld_table_54,Tag,|$54,730,625|,|3,382|,|$54,730,625|,Jun 15,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_54&rf=mojo_yld_table_54,Warner Bros.
/release/rl3657664001/?ref_=bo_yld_table_55,The Nutcracker and the Four Realms,|$54,581,769|,|3,766|,|$54,858,851|,Nov 2,https://pro.imdb.com/company/co0226183/boxoffice/?view=releases&ref_=mojo_yld_table_55&rf=mojo_yld_table_55,Walt Disney Studios Motion Pictures
/release/rl4261774849/?ref_=bo_yld_table_56,A Simple Favor,|$53,548,586|,|3,102|,|$53,548,586|,Sep 14,https://pro.imdb.com/company/co0173285/boxoffice/?view=releases&ref_=mojo_yld_table_56&rf=mojo_yld_table_56,Lionsgate
/release/rl2256438785/?ref_=bo_yld_table_57,Life of the Party,|$53,059,911|,|3,656|,|$53,059,911|,May 11,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_57&rf=mojo_yld_table_57,Warner Bros.
/release/rl1082099201/?ref_=bo_yld_table_58,The Predator,|$51,024,708|,|4,070|,|$51,024,708|,Sep 14,https://pro.imdb.com/company/co0000756/boxoffice/?view=releases&ref_=mojo_yld_table_58&rf=mojo_yld_table_58,Twentieth Century Fox
/release/rl3707995649/?ref_=bo_yld_table_59,Overboard,|$50,316,123|,|2,006|,|$50,316,123|,May 4,https://pro.imdb.com/company/co0325194/boxoffice/?view=releases&ref_=mojo_yld_table_59&rf=mojo_yld_table_59,Pantelion Films
/release/rl771917313/?ref_=bo_yld_table_60,Sicario: Day of the Soldado,|$50,072,235|,|3,055|,|$50,072,235|,Jun 29,https://pro.imdb.com/company/co0026545/boxoffice/?view=releases&ref_=mojo_yld_table_60&rf=mojo_yld_table_60,Sony Pictures Entertainment (SPE)
/release/rl3959653889/?ref_=bo_yld_table_61,I Feel Pretty,|$48,795,601|,|3,440|,|$48,795,601|,Apr 20,https://pro.imdb.com/company/co0249694/boxoffice/?view=releases&ref_=mojo_yld_table_61&rf=mojo_yld_table_61,STX Entertainment
/release/rl1862567425/?ref_=bo_yld_table_62,BlacKkKlansman,|$48,271,960|,|1,914|,|$49,275,340|,Aug 10,https://pro.imdb.com/company/co0042399/boxoffice/?view=releases&ref_=mojo_yld_table_62&rf=mojo_yld_table_62,Focus Features
/release/rl3540026881/?ref_=bo_yld_table_63,The Shape of Water,|$48,189,258|,|2,341|,|$63,859,435|,Dec 1,https://pro.imdb.com/company/co0028932/boxoffice/?view=releases&ref_=mojo_yld_table_63&rf=mojo_yld_table_63,Fox Searchlight Pictures
/release/rl2138998273/?ref_=bo_yld_table_64,Red Sparrow,|$46,874,505|,|3,064|,|$46,874,505|,Mar 2,https://pro.imdb.com/company/co0000756/boxoffice/?view=releases&ref_=mojo_yld_table_64&rf=mojo_yld_table_64,Twentieth Century Fox
/release/rl1392870913/?ref_=bo_yld_table_65,Breaking In,|$46,840,590|,|2,537|,|$46,840,590|,May 11,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_65&rf=mojo_yld_table_65,Universal Pictures
/release/rl654345729/?ref_=bo_yld_table_66,Goosebumps 2: Haunted Halloween,|$46,700,633|,|3,723|,|$46,700,633|,Oct 12,https://pro.imdb.com/company/co0026545/boxoffice/?view=releases&ref_=mojo_yld_table_66&rf=mojo_yld_table_66,Sony Pictures Entertainment (SPE)
/release/rl2701166081/?ref_=bo_yld_table_67,12 Strong,|$45,819,713|,|3,018|,|$45,819,713|,Jan 19,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_67&rf=mojo_yld_table_67,Warner Bros.
/release/rl3154150913/?ref_=bo_yld_table_68,Den of Thieves,|$44,947,622|,|2,432|,|$44,947,622|,Jan 19,https://pro.imdb.com/company/co0249694/boxoffice/?view=releases&ref_=mojo_yld_table_68&rf=mojo_yld_table_68,STX Entertainment
/release/rl1107330561/?ref_=bo_yld_table_69,First Man,|$44,923,035|,|3,640|,|$44,936,545|,Oct 12,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_69&rf=mojo_yld_table_69,Universal Pictures
/release/rl3892479489/?ref_=bo_yld_table_70,Hereditary,|$44,069,456|,|2,998|,|$44,069,456|,Jun 8,https://pro.imdb.com/company/co0390816/boxoffice/?view=releases&ref_=mojo_yld_table_70&rf=mojo_yld_table_70,A24
/release/rl2869134849/?ref_=bo_yld_table_71,Tyler Perry's Acrimony,|$43,549,096|,|2,006|,|$43,549,096|,Mar 30,https://pro.imdb.com/company/co0173285/boxoffice/?view=releases&ref_=mojo_yld_table_71&rf=mojo_yld_table_71,Lionsgate
/release/rl2809955841/?ref_=bo_yld_table_72,Sherlock Gnomes,|$43,242,871|,|3,662|,|$43,242,871|,Mar 23,https://pro.imdb.com/company/co0023400/boxoffice/?view=releases&ref_=mojo_yld_table_72&rf=mojo_yld_table_72,Paramount Pictures
/release/rl67274241/?ref_=bo_yld_table_73,Uncle Drew,|$42,469,946|,|2,742|,|$42,469,946|,Jun 29,https://pro.imdb.com/company/co0173285/boxoffice/?view=releases&ref_=mojo_yld_table_73&rf=mojo_yld_table_73,Lionsgate
/release/rl3355477505/?ref_=bo_yld_table_74,Widows,|$41,904,173|,|2,803|,|$42,402,632|,Nov 16,https://pro.imdb.com/company/co0000756/boxoffice/?view=releases&ref_=mojo_yld_table_74&rf=mojo_yld_table_74,Twentieth Century Fox
/release/rl343770625/?ref_=bo_yld_table_75,Pitch Perfect 3,|$41,596,925|,|3,468|,|$104,897,530|,Dec 22,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_75&rf=mojo_yld_table_75,Universal Pictures
/release/rl3355608577/?ref_=bo_yld_table_76,Truth or Dare,|$41,411,015|,|3,068|,|$41,411,015|,Apr 13,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_76&rf=mojo_yld_table_76,Universal Pictures
/release/rl1577289217/?ref_=bo_yld_table_77,Paddington 2,|$40,891,591|,|3,702|,|$40,891,591|,Jan 12,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_77&rf=mojo_yld_table_77,Warner Bros.
/release/rl2768274945/?ref_=bo_yld_table_78,|Love, Simon|,|$40,826,341|,|2,434|,|$40,826,341|,Mar 16,https://pro.imdb.com/company/co0000756/boxoffice/?view=releases&ref_=mojo_yld_table_78&rf=mojo_yld_table_78,Twentieth Century Fox
/release/rl570525185/?ref_=bo_yld_table_79,Darkest Hour,|$38,335,553|,|1,733|,|$56,468,410|,Nov 22,https://pro.imdb.com/company/co0042399/boxoffice/?view=releases&ref_=mojo_yld_table_79&rf=mojo_yld_table_79,Focus Features
/release/rl2155775489/?ref_=bo_yld_table_80,The Commuter,|$36,343,858|,|2,892|,|$36,343,858|,Jan 12,https://pro.imdb.com/company/co0173285/boxoffice/?view=releases&ref_=mojo_yld_table_80&rf=mojo_yld_table_80,Lionsgate
/release/rl604210689/?ref_=bo_yld_table_81,The 15:17 to Paris,|$36,276,286|,|3,042|,|$36,276,286|,Feb 9,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_81&rf=mojo_yld_table_81,Warner Bros.
/release/rl1761969665/?ref_=bo_yld_table_82,Mile 22,|$36,108,758|,|3,520|,|$36,108,758|,Aug 17,https://pro.imdb.com/company/co0249694/boxoffice/?view=releases&ref_=mojo_yld_table_82&rf=mojo_yld_table_82,STX Entertainment
/release/rl3699344897/?ref_=bo_yld_table_83,Alpha,|$35,857,181|,|2,881|,|$35,857,181|,Aug 17,https://pro.imdb.com/company/co0329296/boxoffice/?view=releases&ref_=mojo_yld_table_83&rf=mojo_yld_table_83,Studio 8
/release/rl738493953/?ref_=bo_yld_table_84,Peppermint,|$35,418,723|,|2,980|,|$35,418,723|,Sep 7,https://pro.imdb.com/company/co0249694/boxoffice/?view=releases&ref_=mojo_yld_table_84&rf=mojo_yld_table_84,STX Entertainment
/release/rl33719809/?ref_=bo_yld_table_85,Death Wish,|$34,017,028|,|2,882|,|$34,017,028|,Mar 2,https://pro.imdb.com/company/co0007143/boxoffice/?view=releases&ref_=mojo_yld_table_85&rf=mojo_yld_table_85,Metro-Goldwyn-Mayer (MGM)
/release/rl872646145/?ref_=bo_yld_table_86,The Spy Who Dumped Me,|$33,562,069|,|3,111|,|$33,562,069|,Aug 3,https://pro.imdb.com/company/co0173285/boxoffice/?view=releases&ref_=mojo_yld_table_86&rf=mojo_yld_table_86,Lionsgate
/release/rl1057129985/?ref_=bo_yld_table_87,Annihilation,|$32,732,301|,|2,112|,|$32,732,301|,Feb 23,https://pro.imdb.com/company/co0023400/boxoffice/?view=releases&ref_=mojo_yld_table_87&rf=mojo_yld_table_87,Paramount Pictures
/release/rl805799425/?ref_=bo_yld_table_88,Green Book,|$32,153,006|,|2,648|,|$85,080,171|,Nov 16,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_88&rf=mojo_yld_table_88,Universal Pictures
/release/rl3288368641/?ref_=bo_yld_table_89,Isle of Dogs,|$32,015,231|,|1,947|,|$32,015,231|,Mar 23,https://pro.imdb.com/company/co0028932/boxoffice/?view=releases&ref_=mojo_yld_table_89&rf=mojo_yld_table_89,Fox Searchlight Pictures
/release/rl3791816193/?ref_=bo_yld_table_90,Nobody's Fool,|$31,713,110|,|2,468|,|$31,713,110|,Nov 2,https://pro.imdb.com/company/co0023400/boxoffice/?view=releases&ref_=mojo_yld_table_90&rf=mojo_yld_table_90,Paramount Pictures
/release/rl1157989889/?ref_=bo_yld_table_91,Adrift,|$31,445,012|,|3,015|,|$31,445,012|,Jun 1,https://pro.imdb.com/company/co0249694/boxoffice/?view=releases&ref_=mojo_yld_table_91&rf=mojo_yld_table_91,STX Entertainment
/release/rl1968408065/?ref_=bo_yld_table_92,Ferdinand,|$30,863,663|,|3,630|,|$84,410,380|,Dec 15,https://pro.imdb.com/company/co0000756/boxoffice/?view=releases&ref_=mojo_yld_table_92&rf=mojo_yld_table_92,Twentieth Century Fox
/release/rl2147583489/?ref_=bo_yld_table_93,Robin Hood,|$30,645,013|,|2,827|,|$30,824,628|,Nov 21,https://pro.imdb.com/company/co0173285/boxoffice/?view=releases&ref_=mojo_yld_table_93&rf=mojo_yld_table_93,Lionsgate
/release/rl436372993/?ref_=bo_yld_table_94,Super Troopers 2,|$30,617,396|,|2,125|,|$30,617,396|,Apr 20,https://pro.imdb.com/company/co0000756/boxoffice/?view=releases&ref_=mojo_yld_table_94&rf=mojo_yld_table_94,Twentieth Century Fox
/release/rl3573646849/?ref_=bo_yld_table_95,Slender Man,|$30,569,484|,|2,358|,|$30,569,484|,Aug 10,https://pro.imdb.com/company/co0010568/boxoffice/?view=releases&ref_=mojo_yld_table_95&rf=mojo_yld_table_95,Screen Gems
/release/rl4278224385/?ref_=bo_yld_table_96,|Three Billboards Outside Ebbing, Missouri|,|$30,349,111|,|1,726|,|$54,513,740|,Nov 10,https://pro.imdb.com/company/co0028932/boxoffice/?view=releases&ref_=mojo_yld_table_96&rf=mojo_yld_table_96,Fox Searchlight Pictures
/release/rl3983050241/?ref_=bo_yld_table_97,Coco,|$29,891,816|,|3,987|,|$209,726,015|,Nov 22,https://pro.imdb.com/company/co0226183/boxoffice/?view=releases&ref_=mojo_yld_table_97&rf=mojo_yld_table_97,Walt Disney Studios Motion Pictures
/release/rl3875767809/?ref_=bo_yld_table_98,Teen Titans GO! To the Movies,|$29,790,236|,|3,188|,|$29,790,236|,Jul 27,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_98&rf=mojo_yld_table_98,Warner Bros.
/release/rl2265089537/?ref_=bo_yld_table_99,Hostiles,|$29,733,369|,|2,934|,|$29,819,114|,Dec 22,https://pro.imdb.com/company/co0608498/boxoffice/?view=releases&ref_=mojo_yld_table_99&rf=mojo_yld_table_99,Entertainment Studios Motion Pictures
/release/rl4026828289/?ref_=bo_yld_table_100,The Hate U Give,|$29,666,375|,|2,375|,|$29,719,483|,Oct 5,https://pro.imdb.com/company/co0000756/boxoffice/?view=releases&ref_=mojo_yld_table_100&rf=mojo_yld_table_100,Twentieth Century Fox
/release/rl1141016065/?ref_=bo_yld_table_101,|I, Tonya|,|$27,581,081|,|1,450|,|$30,014,539|,Dec 8,https://pro.imdb.com/company/co0623930/boxoffice/?view=releases&ref_=mojo_yld_table_101&rf=mojo_yld_table_101,Neon
/release/rl369395201/?ref_=bo_yld_table_102,Searching,|$26,020,957|,|2,009|,|$26,020,957|,Aug 24,https://pro.imdb.com/company/co0010568/boxoffice/?view=releases&ref_=mojo_yld_table_102&rf=mojo_yld_table_102,Screen Gems
/release/rl117671425/?ref_=bo_yld_table_103,Winchester,|$25,091,816|,|2,480|,|$25,091,816|,Feb 2,https://pro.imdb.com/company/co0173285/boxoffice/?view=releases&ref_=mojo_yld_table_103&rf=mojo_yld_table_103,Lionsgate
/release/rl4236019201/?ref_=bo_yld_table_104,The Strangers: Prey at Night,|$24,586,708|,|2,464|,|$24,586,708|,Mar 9,https://pro.imdb.com/company/co0392941/boxoffice/?view=releases&ref_=mojo_yld_table_104&rf=mojo_yld_table_104,Aviron Pictures
/release/rl2013300225/?ref_=bo_yld_table_105,White Boy Rick,|$24,011,188|,|2,504|,|$24,011,188|,Sep 14,https://pro.imdb.com/company/co0329296/boxoffice/?view=releases&ref_=mojo_yld_table_105&rf=mojo_yld_table_105,Studio 8
